370	Weiss RB, Freiman J, Kweder SL, et al. Hemolytic anemia after $FLUDARABINE THERAPY$ for #CHRONIC LYMPHOCYTIC LEUKEMIA#	8	treats2	treats1	2
371	We investigate the presence of HPV in 60 prostatic benign hyperplasias and in 5 $PROSTATIC CARCINOMAS$ in surgically resected #PROSTATES# by PCR technique using consensus and type specific primers.	6	location2	location1	2
372	$ONCOGENIC OSTEOMALACIA$ is a syndrome characterized by #PHOSPHATURIA# hypophosphatemia, reduced vitamin D levels, and osteomalacia.	2	causes2	causes1	2
373	$PEMPHIGUS VULGARIS$ is an autoimmune blistering #DISEASE OF THE SKIN AND MUCOUS MEMBRANES# that is caused by anti desmoglein 3 IgG autoantibodies.	2	causes2	causes1	2
374	Two isolated $CALCIUM DEPOSITS$ formed an encapsulated mass in the iliopsoas muscle, and the #EXTRASKELETAL OSTEOCHONDROMA# was diagnosed.	1	causes1	causes2	1
375	In order to understand the mechanism of prevention of endotoxic shock and evaluate the pathological changes taking place, an animal model of $ENDOTOXIC SHOCK$ was established by intravenous injection of #ENDOTOXIN# into rats, which were then treated with a hepatic stimulating substance, hepatopoietin (HPN.	2	causes2	causes1	2
376	There was no difference in the visual scoring system or the TEWL after the SLS irritation test between the $NICKEL ALLERGY GROUP$ and the #NON ALLERGY GROUP#.	4	contraindicates2	contraindicates1	2
377	Since the introduction of $TRICYCLIC ANTIDEPRESSANT$ for the treatment of depressive patients, it has been discussed whether #DELUSIONAL DEPRESSION# should be designated as a distinct syndrome or merely a severe variant of major depression.	8	treats2	treats1	2
378	$MALIGNANT HYPERTHERMIA$ susceptibility was assessed by #HALOTHANE# challenge of pigs.	9	diagnosed by1	diagnosed by2	1
379	In contrast, we did not find a definite increase in the LGL percentage within 6 months postpartum in patients with $GRAVES' DISEASE$ who relapsed into #GRAVES' THYROTOXICOSIS#	1	causes1	causes2	1
380	? Patients who have normal ovulatory cycles without irregular bleeding or are postmenopausal without $POSTMENOPAUSAL BLEEDING$ are at low risk for having #ENDOMETRIAL CANCER#	1	causes1	causes2	1
381	Shortly after intravenous injection of 99mTechnetium pertechnetate (99mTcO4 )(200 muCi), the activity of the $KNEE JOINTS$ was studied in patients with #CLINICAL ARTHRITIS# of one or both knees and compared with that in normal subjects.	5	location1	location2	1
382	A meta analysis of these two studies showed that the risk of death or $MYOCARDIAL INFARCTION$ was consistently approximately 20% lower in enoxaparin treated patients than in #HEPARIN# treated patients.	7	treats1	treats2	1
383	Pertussis toxin is a major virulence factor of $BORDETELLA PERTUSSIS$ the causative agent of #WHOOPING COUGH#	1	causes1	causes2	1
384	Five months later, $BILATERAL GROIN ADENOPATHY$ was biopsy proven to be metastatic melanoma and #CHRONIC LYMPHOCYTIC LEUKEMIA# and the patient died 8 months after the radical vulvectomy.	9	diagnosed by1	diagnosed by2	1
385	Less commonly, in newborns, $SPONTANEOUS ADRENAL HEMORRHAGE$ may produce large adrenal masses, simulating #NEUROBLASTOMA# or Wilms' tumor.	1	causes1	causes2	1
386	Atypical antipsychotic drugs (APDs) such as $CLOZAPINE$ but not the typical APD haloperidol, improve some aspects of cognition in #SCHIZOPHRENIA#	8	treats2	treats1	2
387	STUDY SELECTION  English language studies were selected if they evaluated the neuroprotective effects or safety of selegiline or if they compared dopamine agonists with levodopa or sustained release levodopa with $IMMEDIATE RELEASE LEVODOPA$ in previously untreated patients with #PD#	8	treats2	treats1	2
388	The objectives of this article are to present the classification of seizure disorders in population studies and family studies, the basic measures of occurrence and association that are used in genetic and epidemiologic studies, the frequencies of seizures and epilepsy in populations, the major acquired causes of epilepsy and the epidemiologic evidence for causation, the prognosis of $SEIZURES$ and #EPILEPSY# and the role of genetic factors in epilepsy.	1	causes1	causes2	1
389	On the basis of progressive hyperferritinemia (1323 ng/ml), anemia (hemoglobin: 5.2 g/dl), hypertriglyceridemia (547 mg/dl) and increased LDH (1063 IU/l) with $HEMOPHAGOCYTOSIS$ in the bone marrow, #HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS# was diagnosed.	1	causes1	causes2	1
390	This growth enhancement was also seen in cells transfected with the BCL 2 gene with its own promoter juxtaposed to the immunoglobulin heavy chain gene enhancer, which represents the translocated form of the $BCL 2 GENE$ observed in #FOLLICULAR LYMPHOMAS# with the t(14;18) translocation.	2	causes2	causes1	2
391	As to bacteriological efficacy, $BACTERIA$ were reduced in the case with #S PANAMA BACTEREMIA# while they were eradicated within 2 to 5 days after CTRX administration in 2 cases with acute urinary tract infections and 1 with recurrent urinary tract infection, both caused with E. coli, and in 1 with acute urinary tract infection with P. mirabilis.	7	treats1	treats2	1
392	In 75% of supraventricular parossistic tachycardia and in 75% of parossistic atrial fibrillation, arrhythmia was interrupted within few minutes from drug injection; in 90% with premature ventricular contractions (PVC) and in 100% of $VENTRICULAR TACHYCARDIA$ #DISOPYRAMIDE# was capable to interrupt the arrhythmias.	7	treats1	treats2	1
393	The activities of nucleoside diphosphatase in various rat $ASCITES$ cells of #HEPATOMA# and fetal and neonatal rat liver were much lower than that of normal adult rat liver.	5	location1	location2	1
394	While maximal exercise testing is useful for detection of arrhythmias and assessment of $ANTIARRHYTHMIC DRUG EFFICACY$ few reports have documented the safety of this procedure in patients with malignant ventricular #ARRHYTHMIAS#.	8	treats2	treats1	2
395	$LENSES$ were examined with a slit lamp and #CATARACTS# were graded on a scale of 1+ to 4+.	5	location1	location2	1
396	The classic histologic presentation of epidermodysplasia verruciformis is a $VERRUCA PLANA TYPE LESION$ with minimal #HYPERKERATOSIS# and acanthotic areas where the cells contain perinuclear halos and blue gray pallor.	2	causes2	causes1	2
397	Effects of enalapril on mortality in severe $CONGESTIVE HEART FAILURE$: results of the cooperative North Scandinavian #ENALAPRIL# survival study (consensus.	1	causes1	causes2	1
398	$RISPERIDONE$ is an atypical antipsychotic agent with efficacy for both positive and negative symptoms of #SCHIZOPHRENIA#	2	causes2	causes1	2
399	Sobel JD, Schmitt C, Meriwether C. Long term follow up of patients with $BACTERIAL VAGINOSIS$ treated with #ORAL METRONIDAZOLE AND TOPICAL CLINDAMYCIN#.	7	treats1	treats2	1
400	However, despite the additional information provided by MRI, mammography is still an extremely important diagnostic imaging modality, particularly for several common conditions such as ductal carcinoma $IN SITU (DCIS$) where it has been shown that there is a strong correlation between #MICROCALCIFICATION CLUSTERS# and malignancy.	2	causes2	causes1	2
401	Patients with $PHP IA$ exhibit a complex of somatic abnormalities, termed #ALBRIGHT HEREDITARY OSTEODYSTROPHY (AHO)#.	2	causes2	causes1	2
402	Treatment with antiepileptic drugs (AED) increases the chance of $SEIZURE$ control in patients with #EPILEPSY#	1	causes1	causes2	1
403	A bedside $EDROPHONIUM (TENSILON) TEST$ in our emergency department confirmed the diagnosis of #MYASTHENIA GRAVIS#	10	diagnosed by2	diagnosed by1	2
404	An affective model suggests that $#NICOTINE# DEPENDENCE$ should be related to an individual's tendency to experience negative affect and expectations that #NICOTINE# use would ameliorate such affect.	2	causes2	causes1	2
405	The problem is determining when the $PAIN$ is caused by #ENDOMETRIOSIS#	1	causes1	causes2	1
406	Although $MILD TO MODERATE INTELLECTUAL DISABILITY$ is usually considered #PART OF WAGR SYNDROME# (Wilms' tumour (WT), Aniridia, Genital abnormalities, and metal Retardation, due to 11p13 deletion) the neuropsychological profile of the syndrome is little reported in the literature.	1	causes1	causes2	1
407	A $VIRUS ASSOCIATED HEMOPHAGOCYTIC SYNDROME (VAHS)$ is a non neoplastic, generalized histiocytic proliferation with prominent #HEMOPHAGOCYTOSIS# associated with a systemic viral infection.	2	causes2	causes1	2
408	29  Inflammatory bowel disease   Typically, $INFLAMMATORY BOWEL DISEASES$ (e.g., #ULCERATIVE COLITIS# and Crohn disease) produce inflammatory diarrhea, with blood and pus in the stool.	1	causes1	causes2	1
409	We present a patient with an $ADRENAL PHEOCHROMOCYTOMA$ with an unusual pattern of #PERIODIC ALTERNATING HYPERTENSION# and hypotension.	2	causes2	causes1	2
410	It also allowed to predict the development of $POSTTRAUMATIC EPILEPSY$ in individuals with #CRANIOCEREBRAL TRAUMA# in the past.	1	causes1	causes2	1
411	The diagnosis of $PLASMA CELL LEUKAEMIA$ a rare disorder with an #AGGRESSIVE CLINICAL COURSE# and poor prognosis, is not always straightforward and may be dependent on the results of immunophenotyping.	8	treats2	treats1	2
412	Applications of endoscopic US in the $STOMACH$ include staging of #GASTRIC CARCINOMA# localization and characterization of nonmucosal gastric masses, detection and evaluation of gastric varices, and evaluation of gastric lymphoma.	5	location1	location2	1
413	Fetal warfarin syndrome (FWS) or warfarin (coumadin) embryopathy is a rare condition as a result of fetal exposure to maternal ingestion of $WARFARIN$ during #PREGNANCY#	1	causes1	causes2	1
414	We previously reported that allergic rhinitis was an aggravating factor for $GRAVES' DISEASE$ and that #THYROTOXICOSIS# relapsed 2 months after an allergic attack.	1	causes1	causes2	1
415	Identification of more LQTS mutations in $SIDS$ cases could provide new insights into the pathophysiology of $SIDS$ and, consequently, reduce the number of unexplained #SUDDEN INFANT DEATHS#	7	treats1	treats2	1
416	$ALL TRANS RETINOIC ACID (ATRA)$ is the drug of choice for the treatment of #ACUTE PROMYELOCYTIC LEUKEMIA (APL)#	8	treats2	treats1	2
417	Indications for $IVIG$ therapy were #IDIOPATHIC THROMBOCYTOPENIC PURPURA# (ITP) in six patients and hypogammaglobulinemia in 7 patients with various hematologic disorders, who were defined immunodeficient (ID.	8	treats2	treats1	2
418	Nuclear Liver Spleen Scan  Nuclear liver spleen scan showing $MARKED HEPATOMEGALY$ in a patient with #AL AMYLOIDOSIS# of the liver and spleen.	1	causes1	causes2	1
419	This case fulfills all the criteria of an $MMMT$ in having a carcinomatous and a #SARCOMATOUS COMPONENT# but differs from cases of $MMMT$ in women in that the sarcomatous component had decidualized.	2	causes2	causes1	2
420	Overall, they can be divided into: a) medications that act on the inflammatory response triggered by ischemia/reperfusion, such as anti CD11/CD18 antibodies and anti complement, and b) $MEDICATIONS$ that enhance metabolic #TOLERANCE# such as glucose insulin potassium solution and inhibitors of the Na+/H+ ion exchange system.	7	treats1	treats2	1
421	Convalescent phase sera from patients with $HEMORRHAGIC FEVER WITH RENAL SYNDROME$ (HFRS) having higher IF antibody titers to Hantaan virus than to nephropathia epidemica (NE) virus were capable of neutralizing #HANTAAN VIRUS#, while sera from patients with higher IF antibody titers to NE virus than Hantaan virus did not contain neutralizing antibody to Hantaan virus.	8	treats2	treats1	2
422	We found that active pulmonary tuberculosis would increase the nonspecific bronchial response with $METHACHOLINE$ and the mechanism of the #BRONCHIAL HYPERREACTIVITY# in patients with active pulmonary tuberculosis may not be related to an immunologic mechanism but may be related to the stimulating receptors.	8	treats2	treats1	2
423	The final form of $ABSENCE EPILEPSY$ is epilepsy with myoclonic absences, a rare disorder with a specific form of absence #SEIZURES#	2	causes2	causes1	2
424	The atopic diseases of childhood consist of the triad of $ASTHMA$ allergic rhinitis, and #ATOPIC DERMATITIS#	1	causes1	causes2	1
425	9  Trichuriasis  Treatment of $TRICHURIASIS$   +    caused by  #TRICHURIS TRICHIURA#  (whipworm.	2	causes2	causes1	2
426	Varicella zoster virus (VZV) is the herpesvirus which causes the childhood disease $VARICELLA$ also known as #CHICKENPOX# and the adult disease herpes zoster, also known as shingles.	1	causes1	causes2	1
427	$RILUZOLE$ for #AMYOTROPHIC LATERAL SCLEROSIS# (ALS)/motor neuron disease (MND.	8	treats2	treats1	2
428	C. Excisional biopsy of the remaining $CALCIFICATIONS$ reveals #DCIS#	1	causes1	causes2	1
429	Other disorders, along with the migraine medications that may be effective against them, include epilepsy (divalproex sodium, topiramate, and gabapentin), hypertension (beta blockers), $DEPRESSION$ (#TRICYCLIC ANTIDEPRESSANTS# venlafaxine), bipolar disorder (divalproex sodium), insomnia (tricyclic antidepressants), essential tremor (beta blockers and topiramate), and overweight or obesity (topiramate.	7	treats1	treats2	1
430	This study shows that both recombinant human interleukin (rhIL)3 and rhIL4 induced proliferation in $BONE MARROW$ (BM) cells of #MYELOGENOUS LEUKEMIA# patients in a manner similar to that reported using normal BM cells.	5	location1	location2	1
431	$CHRONIC DIARRHEA$ can be defined as the passage of more than 3 #LOOSE STOOLS# per day during more than 4 weeks.	2	causes2	causes1	2
432	We apply well established principles of modelling $VIRUS$ dynamics to the study of chronic #VIRAL INFECTION# demonstrating that a model which incorporates the distinct contributions of cytotoxic T lymphocytes (CTLs) and antibodies exhibits long periods of quiescence followed by brief bursts of viral production.	1	causes1	causes2	1
433	The activation of the urokinase system has been observed during re epithelialization of $SKIN WOUNDS$ and in lesions of the autoimmune #BLISTERING SKIN DISEASE PEMPHIGUS#	1	causes1	causes2	1
434	The robust neuroendocrine counterregulatory responses induced by hypoglycemia protect the brain by restoring $PLASMA GLUCOSE$ but little is known about molecular responses to #HYPOGLYCEMIA# that may also be neuroprotective.	8	treats2	treats1	2
435	Percutaneous aspiration of the $GALLBLADDER$ was performed for nine hospitalized patients, most commonly to establish the diagnosis of #ACUTE CHOLECYSTITIS# and its complications in the critically ill patient or patient with sepsis.	9	diagnosed by1	diagnosed by2	1
436	The disease is characterized by stenosis or occlusion of the terminal portions of the $BILATERAL INTERNAL CAROTID ARTERIES$ and abnormal vascular network in the vicinity of the #ARTERIAL OCCLUSION#	5	location1	location2	1
437	2]  Kastelein JJ, Akdim F, Stroes ES, Zwinderman AH, Bots ML, Stalenhoef AF, et al. Simvastatin with or without $EZETIMIBE$ in #FAMILIAL HYPERCHOLESTEROLEMIA#	2	causes2	causes1	2
438	Evidence: ? Patients with identifiable causes of $HYPERTENSION$ such as #PHEOCHROMOCYTOMA# and renal disease have unique perioperative considerations ( 12.	1	causes1	causes2	1
439	Aldactone and $ACEBUTOLOL$ in treatment of #HYPERTENSION#	8	treats2	treats1	2
440	Depending on video EEG recordings and witnessed accounts, 18 of the patients had no seizures recorded, 160 had epileptic seizures and 18 had $PSYCHOGENIC NON #EPILEPTIC SEIZURES#$ four of whom had psychogenic non epileptic seizures plus true #EPILEPTIC SEIZURES#	1	causes1	causes2	1
441	r  Otic Pain  Used alone or in fixed combination with $ANTIPYRINE$ for the temporary relief of #EAR PAIN (OTALGIA EARACHE# associated with otitis media of various causes; however, single ingredient preparations no longer commercially available in the US.	8	treats2	treats1	2
442	$LOW MOLECULAR WEIGHT HEPARIN$ versus a coumarin for the prevention of #RECURRENT VENOUS THROMBOEMBOLISM# in patients with cancer.	8	treats2	treats1	2
443	The drug L Dopa is used in the treatment of $PARKINSON'S DISEASE$ (PD), and patients often experience fluctuations in performance after a period of time taking #L DOPA#.	7	treats1	treats2	1
444	During $GRAM NEGATIVE SEPSIS$ endotoxin lipopolysaccharide (LPS) may activate host inflammatory responses, resulting in the #SYSTEMIC INFLAMMATORY RESPONSE SYNDROME# and the adult respiratory distress syndrome.	2	causes2	causes1	2
445	Treatment of $REFRACTORY STATUS EPILEPTICUS$ with pentobarbital, #PROPOFOL# or midazolam: a systematic review.	7	treats1	treats2	1
446	? An infectious disease specialist for management of prophylactic antibiotic therapy and concomitant infections due to Wegener's granulomatosis or $IMMUNOSUPPRESSIVE MEDICATIONS$ ? An ophthalmologist for ocular involvement and to monitor for #DRUG SIDE EFFECTS# such as cataracts from prednisone ? A neurologist for management of new neurologic complications ? Physical and occupational therapists to improve strength and function in patients with vasculitis and neurologic complications  Rationale: ? Organ specific specialists in fields such as otolaryngology, pulmonology, dermatology, neurology, and nephrology should be consulted depending on the nature and severity of end.	1	causes1	causes2	1
447	Multiple calcifications occurred in the necrotic core of the continuous $DCIS$ resulting in linear and #BRANCHING (CASTING TYPE CALCIFICATIONS# a hallmark of high grade $DCIS$ on mammograms.	2	causes2	causes1	2
448	Lieberman A. Long term experience with selegiline and $LEVODOPA$ in #PARKINSON'S DISEASE#	8	treats2	treats1	2
449	We collected resource use data prospectively for 930 patients alongside a multinational trial of $ZOLEDRONIC ACID$ versus pamidronate for patients with #METASTATIC MULTIPLE MYELOMA# or breast cancer and > or =1 bone lesion.	10	diagnosed by2	diagnosed by1	2
450	The patient was compatible with HCAO, characterized by high bone mass, bone thickening and $BONE PAIN$ with normal #LAMELAR BONE#	6	location2	location1	2
451	The evidence reviewed here supports the hypothesis that metal catalyzed oxidation reactions occur in the lens and may make a significant contribution to the changes seen in the $LENS$ with age and in #CATARACT FORMATION#.	1	causes1	causes2	1
452	High grade lymphomas were classified in three groups based on the presence or absence of a low grade component and $LYMPHOEPITHELIAL LESIONS$ (LELs): 1) high grade MALT lymphomas appearing in low grade #MALT LYMPHOMAS# (LG/HG MALT lymphoma); 2) large cell lymphoma with LELs composed of large cells (high grade LELs) but without a low grade component (HG MALT lymphoma); and 3) diffuse large cell lymphoma without a low grade MALT lymphoma component or LELs (DLCL.	1	causes1	causes2	1
453	Measles patients with an acute ear infection should receive $PARACETAMOL$ for #PAIN# and fever and an antibiotic for the infection.	8	treats2	treats1	2
454	B]  Specific recommendation: ? Tell parents and caretakers that: ? The risk of developing epilepsy after a simple febrile seizure is small and is only slightly greater than the background risk in the population ? The following factors place the child at a higher risk for the development of epilepsy: ? Previous neurologic abnormality ? $COMPLEX FEBRILE SEIZURES$ ? Family history of epilepsy ? Recurrent febrile seizures  Rationale: ? Development of #EPILEPSY# is another major concern that families often have, and it can be difficult to assess the risk of epilepsy on an.	1	causes1	causes2	1
455	The efficacy of mexiletine and $QUINIDINE$ in controlling ventricular couplets (VC) and #VENTRICULAR TACHYCARDIA (VT)# was compared in 156 trials (78 for each drug) in 114 consecutive patients.	8	treats2	treats1	2
456	Treatment with $TYPE A BOTULINUM TOXIN$ appears to be a safe and effective means of temporarily relieving #BLEPHAROSPASM#	8	treats2	treats1	2
457	Acute onset of an illness (over minutes to several hours) involving the $SKIN$ mucosal tissue, or both (e.g., #GENERALIZED HIVES#; pruritus or flushing; swollen lips, tongue, or uvula) and at least one of the following:  a.	5	location1	location2	1
458	$CENTRAL NERVOUS SYSTEM$ (CNS) embryonal tumors are devastating cancers in children, consisting of #MEDULLOBLASTOMAS# CNS primitive neuroectodermal tumors, and atypical teratoid/rhabdoid tumors.	1	causes1	causes2	1
459	The laterality of $CEREBELLAR ATAXIA$ was significantly correlated with AI in the #CEREBELLUM# in patients with sOPCA.	6	location2	location1	2
460	This paper reviews the probable mechanism of $DENTAL CARIES$ and the role of #FLUORIDE# in the inhibition or reversal of that process.	7	treats1	treats2	1
461	$BREAST EPITHELIAL STEM CELLS$ are thought to be the primary targets in the aetiology of #BREAST CANCER#	5	location1	location2	1
462	van Schaik BAM, Geyskes GG, Kettner N et al. Comparison of enalapril and $PROPRANOLOL$ in essential #HYPERTENSION#	8	treats2	treats1	2
463	$SELENIUM (SE) DEFICIENCY$ is said to contribute to the atrophy of the thyroid gland in certain #ENDEMIC GOITER# areas in Africa.	2	causes2	causes1	2
464	$ERGOMETRINE$ is currently used as a test for #PRINZMETAL VARIANT ANGINA# causing specifically a coronary artery spasm in these patients, even if the mechanism of this drug on coronaries is still unclear.	10	diagnosed by2	diagnosed by1	2
465	Genetic ablation of the chromogranin A (Chga) gene in mice increases blood pressure and pretreatment of Chga null mice with Cts prevents $BLOOD PRESSURE ELEVATION$ indicating a direct role of Cts in preventing #HYPERTENSION#	1	causes1	causes2	1
466	Microscopic examination of the resected specimen revealed a $MALIGNANT MELANOMA$ which was confirmed by immunohistochemical staining for HMB 45, S 100 protein, #MELANOMA PAN# and vimentin.	2	causes2	causes1	2
467	For clarification of the characteristic features of ventricular arrhythmias during acute myocardial ischemia, ventricular arrhythmias were studied in 81 patients with $VASOSPASTIC ANGINA PECTORIS$ induced by #ERGONOVINE#	1	causes1	causes2	1
468	In the past the inhibition of $CARIES$ by #FLUORIDES# was ascribed to the reduced solubility of enamel due to the incorporation of F  into the enamel mineral.	7	treats1	treats2	1
469	However, the children who were exposed to a dog at home during early childhood developed $DOG HYPERSENSITIVITY SYMPTOMS$ significantly earlier and had #DOG HYPERSENSITIVITY# slightly more often than the subjects with a later exposure or no exposure to dog.	2	causes2	causes1	2
470	$PORTAL HYPERTENSION$ was induced by #GRADED PORTAL VEIN STENOSIS# whereas controls had a sham operation.	2	causes2	causes1	2
471	Rationale: ? A significant number of new cases of $DIABETES MELLITUS$ begin as #DIABETIC KETOACIDOSIS#	2	causes2	causes1	2
472	Our observations and descriptions in the literature indicate that the presence and degrees of $AMYLOID DEPOSITION$ in the skeletal muscles would be related to the types of amyloid proteins in #AMYLOIDOSIS#	1	causes1	causes2	1
473	The crucial points of the French consensus are: the usefulness of CT scanning evaluation of adrenal incidentalomas, the systematic screening for pheochromocytoma, the usefulness of the 1mg overnight $DEXAMETHASONE$ test to screen for #LATENT HYPERCORTISOLISM# the difficulty to interpret mild biological abnormalities of the HPA axis, the consensus to remove surgically most of tumours greater than 4cm, the necessity to follow clinically glucorticoid tissular targets in the follow up of non operated benign adrenocortical incidentalomas.	10	diagnosed by2	diagnosed by1	2
474	Intraperitoneal rupture usually involves the bladder dome; it often occurs when the bladder is distended at the time of trauma and is the most common $#BLADDER# INJURY$ in children because the #BLADDER# lies in the abdomen.	6	location2	location1	2
475	? A prospective study was done to evaluate the role of three dimensional vs. two dimensional TVUS in diagnosing $ENDOMETRIAL CANCER$ in patients with a history of #POSTMENOPAUSAL BLEEDING#	2	causes2	causes1	2
476	In view of acceptable toxicities and the current rate of survival, further evaluation of combined treatment of radiotherapy and $HYPERTHERMIA$ for unresectable #HEPATOCELLULAR CARCINOMA# is warranted.	7	treats1	treats2	1
477	1]  Brodaty H, Ames D, Snowdon J, Woodward M, Kirwan J, Clarnette R, et al A randomized placebo controlled trial of $RISPERIDONE$ for the treatment of aggression, agitation, and psychosis of #DEMENTIA#	8	treats2	treats1	2
478	Transient prolongation of the corrected Q T interval preceded spontaneous or ergonovine maleate provoked coronary spasm in 11 patients with $VARIANT ANGINA PECTORIS$ whereas no significant change in the Q T interval followed #ERGONOVINE# administration in 27 control patients with atypical chest pain who did not have coronary spasm.	7	treats1	treats2	1
479	Because histologically prominent $MICROVASCULAR PROLIFERATION$ is frequently present in #GLIOBLASTOMA MULTIFORME# it has been hypothesized that this neoplasm is particularly dependent on neovascularization for its continued growth and that antiangiogenic therapy might be especially useful.	5	location1	location2	1
480	If the oxygen is too low, the incidence of $DECOMPRESSION SICKNESS$ increases; if the #OXYGEN# is too high, oxygen poisoning becomes a problem.	7	treats1	treats2	1
481	The diagnosis of $MAGNESIUM DEFICIENCY$ is usually made by a low serum magnesium concentration, although the #MAGNESIUM TOLERANCE TEST# may be more indicative of low magnesium states.	9	diagnosed by1	diagnosed by2	1
482	A total of 11 children (five males and six females) with hypergranular type of acute $PROMYELOCYTIC LEUKEMIA (APML)$ were treated with intravenous #ARSENIC TRIOXIDE# (As(2)O(3)) between December 1998 and October 2003.	7	treats1	treats2	1
483	Among the compounds tested, 1 (2 hydroxy 3 (4 phenylpiperidin 1 yl) propylpyrrolidin 2 one (5) was the most active in the $PROPHYLACTIC ANTIARRHYTHMIC ACTIVITY$ in #ADRENALINE INDUCED ARRHYTHMIA# in anesthetized rats.	8	treats2	treats1	2
484	Gastrografin accelerated small bowel transit, leading to $MALABSORPTION$ of the xylose in the #SMALL INTESTINE# and subsequent colonic metabolism of the xylose.	2	causes2	causes1	2
485	Bladder cancer screening differs from routine detection of bladder cancer in patients with symptoms, such as $HEMATURIA$ or a history of #BLADDER CANCER#.	1	causes1	causes2	1
486	Ruiz Serrano MJ, Alcala L, Martinez L et al. In vitro activities of six fluoroquinolones against 250 clinical isolates of   $MYCOBACTERIUM TUBERCULOSIS$  susceptible or resistant to #FIRST LINE ANTITUBERCULOSIS DRUGS#.	7	treats1	treats2	1
487	This study concluded that the addition of $LIDOCAINE$ significantly reduced the #PAIN# felt in the circulatory tract selected for the injection of propofol.	8	treats2	treats1	2
488	$ANAPLASTIC ASTROCYTOMAS$ and glioblastomas showed progressive reduction of parenchymal positivity as #ANAPLASIA# increased.	8	treats2	treats1	2
489	1   Simple $SCHIZOPHRENIA$ denotes a milder psychosis (i.e., fewer #HALLUCINATIONS# and delusions and less disorganization), with cases typically featuring a schizoid lifestyle of reduced emotional experience and expression and reduced social drive and engagement.	2	causes2	causes1	2
490	$OBSTRUCTIVE SLEEP APNOEA (OSA)$ is characterised by repetitive collapse of the upper airway during sleep owing to a sleep related decrement in #UPPER AIRWAY# muscle activity with consequent failure of the pharyngeal dilator muscles to oppose the collapsing pressure that is generated by the diaphragm and accessory muscles during inspiration.	2	causes2	causes1	2
491	In three patients $THROMBOSED VEINS$ were documented by venography and in all five cases, the presence of #VENOUS THROMBOSIS# was substantiated by the clinical findings.	9	diagnosed by1	diagnosed by2	1
492	The spectrum of $SKIN DISEASES$ in such patients encompasses #DERMATOSES OF DIVERSE ETIOLOGIES#; a few are peculiar to patients with HIV while others are not.	1	causes1	causes2	1
493	We conclude that $LATE SYSTEMIC ALLERGIC REACTIONS$ account for a significant percent of the total #NUMBER OF SYSTEMIC ALLERGIC# reactions to inhalant allergen immunotherapy.	2	causes2	causes1	2
494	$BURKHOLDERIA PSEUDOMALLEI$ is a gram negative bacillus that is the causative agent of #MELIOIDOSIS#	1	causes1	causes2	1
495	Headache may occasionally be caused by severe $HYPERTENSION$ which may also lead to the rare syndrome of #ACUTE HYPERTENSIVE ENCEPHALOPATHY#	1	causes1	causes2	1
496	Cutaneous sensitivity to histamine, responses to prick tests with allergens, and serum IgE concentrations were measured and hay fever assessed by questionnaire in an unselected population to determine whether increased sensitivity to histamine is an independent phenomenon contributing to $ALLERGIC DISORDERS$ or may be caused by #ALLERGIC REACTIONS#	1	causes1	causes2	1
497	$SMZL$ is characterized by an #INDOLENT CLINICAL COURSE# and no previous report has described $SMZL$ with bilateral renal invasion.	2	causes2	causes1	2
498	Affinity labelling with a 125I labelled photoactive derivative of TSH (HSAB TSH) was used to analyse TSH receptor size in the following specimens of human thyroid tissue: (1) $COLD NODULES$; (2) autonomous nodules; (3) papillary carcinoma; (4) #MEDULLARY CARCINOMA#; (5) metastasis of papillary carcinoma to lymph node; (6) anaplastic carcinoma, and (7) Graves' thyroid.	5	location1	location2	1
499	The CAPTIA Syphilis G enzyme immunoassay for the detection of antibodies to $TREPONEMA PALLIDUM$ was evaluated as a screening test for #SYPHILIS# in comparison with the standard rapid plasma reagin (RPR) test.	9	diagnosed by1	diagnosed by2	1
500	The distribution of ferruginous bodies in the $LUNGS$ of ten #LUNG CANCER# patients with definite occupational history of asbestos exposure and the kind of core fibers in the center of the ferruginous bodies were evaluated.	5	location1	location2	1
501	Bupropion SR, $SERTRALINE$ or venlafaxine XR after failure of SSRIs for depression  Medication augmentation after the failure of SSRIs for #DEPRESSION#.	8	treats2	treats1	2
502	If only these 139 'true negative' screens are analysed, similar associations are seen between microcalcification on previous films and subsequent finding of $DCIS$ (P=0.03) and between #MICROCALCIFICATION# on previous films and high grade invasive ductal carcinomas (P=0.015.	10	diagnosed by2	diagnosed by1	2
503	Comparison of low intensity warfarin therapy with $CONVENTIONAL INTENSITY WARFARIN THERAPY$ for long term prevention of #RECURRENT VENOUS THROMBOEMBOLISM#	8	treats2	treats1	2
504	A case of Leigh's $DISEASE (SUBACUTE NECROTIZING ENCEPHALOMYELOPATHY)$ is reported with such noteworthy features as early onset, #DYSTONIA# paraparesis the presence of low attenuation areas in both basal ganglias on computerized tomography of the brain and the presence of a high signal intensity in both basal ganglias in T2 weighted image by MR. The electron microscopic findings of muscle biopsy are suggestive of pleoconial mitochondrial myopathy.	2	causes2	causes1	2
505	This anecdotal case supports previous experimental evidence suggesting that TNF plus $HYPERTHERMIA$ may be effective for treating unresectable #HEPATOCELLULAR CARCINOMA#	7	treats1	treats2	1
506	The histological finding of $PSAMMOMA BODIES$ is important in the diagnosis of #DUODENAL SOMATOSTATINOMAS#	1	causes1	causes2	1
